id,target,comment_text,severe_toxicity,obscene,identity_attack,insult,threat,asian,atheist,bisexual,black,buddhist,christian,female,heterosexual,hindu,homosexual_gay_or_lesbian,intellectual_or_learning_disability,jewish,latino,male,muslim,other_disability,other_gender,other_race_or_ethnicity,other_religion,other_sexual_orientation,physical_disability,psychiatric_or_mental_illness,transgender,white,created_date,publication_id,parent_id,article_id,rating,funny,wow,sad,likes,disagree,sexual_explicit,identity_annotator_count,toxicity_annotator_count
240615,0.8181818181818182,"Well shit, they drafted a guide.  We should all be good now, whew aht a relief...",0.0454545454545454,0.7727272727272726,0.0,0.2878787878787879,0.0151515151515151,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-22 08:43:35.125847+00,6,,32847,approved,0,0,0,1,0,0.0,0,66
240879,0.7777777777777779,"""Real freedom""? Freedom to kill wantonly when YOU decide you're in the right? This is why we have laws; both Federal and State; to control the likes of these assholes. They should all be rounded up and imprisoned, all their property taken away to be sold to pay for this travesty they call an, ""occupation"". Pure scum, not patriots.",0.0493827160493827,0.2839506172839506,0.0246913580246913,0.7530864197530864,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-01-25 17:36:00.756591+00,6,240865.0,33626,approved,0,0,0,3,0,0.0617283950617283,4,81
240941,0.7941176470588234,I honestly cannot decide if these guys are complete morons or the most patriotic hero's this country has seen in a long time.,0.0294117647058823,0.2205882352941176,0.0,0.7941176470588234,0.0147058823529411,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-27 04:04:05.913516+00,6,,34438,approved,0,0,0,0,0,0.0,0,68
240944,0.7605633802816901,There will always be idiots doing something stupid.  Wash the car and get over it there are many more important things to do and think about.  I hope your 'desire to detach and decompress' works out for you.  Cheers and best wishes.,0.028169014084507,0.1408450704225352,0.0140845070422535,0.732394366197183,0.0140845070422535,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-27 04:29:18.093006+00,6,,34105,approved,0,0,0,1,0,0.0,0,71
240961,1.0,Where do you get the Sour Grapes to say this is a Bernie person?  Based on how Bernie does not allow this crap to go on where do you get off with the accusation?,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-27 08:43:16.933783+00,6,,34105,rejected,0,0,0,0,0,0.0,0,4
241022,0.9,They are terrorists pure and simple.,0.0,0.0,0.3,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-28 00:22:10.350825+00,6,,34702,approved,0,0,0,6,0,0.0,0,10
241026,1.0,"Dear world:
Just a reminder that none of these folks actually live in Oregon.  Please remember that when you decide to paint our state as a bunch of wackos! 

Sincerely,
Oregon",0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-28 01:06:17.854008+00,6,,34702,approved,0,0,0,8,0,0.0,0,4
241144,0.8333333333333333,"After watching that video, it is lucky more people weren't killed.  Finicum was going for his gun, besides he wasn't at all complying with Law Enforcement. In many ways it appears he was trying to distract Law Enforcement.   It is sort of like watching an idiot being shot after trying avoid a major police stop with guns drawn.",0.0,0.1666666666666666,0.0,0.8333333333333333,0.1666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-29 03:38:47.843508+00,6,,34987,approved,0,0,0,4,0,0.0,0,6
241282,0.8787878787878787,NIGGER,0.1818181818181818,0.303030303030303,0.8333333333333333,0.7121212121212122,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-02-01 04:59:05.494325+00,6,,35133,rejected,0,0,0,0,0,0.0303030303030303,10,66
241807,0.9076923076923076,What if his opinion is that most other commenters are idiots? :-),0.0,0.3076923076923077,0.0153846153846153,0.8615384615384616,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-08 18:31:35.541045+00,13,241805.0,36937,approved,0,0,0,2,0,0.0,0,65
242551,0.825,I do love Yataimura Maru's ramen.   It is a perfect food for Portland's long winter.   And PDX does kick a little ass.,0.025,0.7375,0.0,0.3,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-10 18:48:49.035510+00,6,,37481,approved,0,0,0,0,0,0.6125,0,80
242633,0.8,"I guess I would say that you, as a man, haven't had to deal with systematic oppression based on your gender and that you are part of the dominant group and therefore have the luxury of thinking that gender doesn't play a role in anything. And thank you for telling me who I want to vote for! I won't say it was your testicles that helped you do it, but I don't think they hurt in this situation either.",0.0,0.2,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-02-10 22:06:30.056302+00,6,242620.0,37721,approved,0,0,0,1,0,0.7,4,10
242705,0.8301886792452831,"These parents are a bunch of pussy ass crybabies. As a Lincoln student I personally know that approxametilie 80% of he school is white. Pat Adelman had every right to get mad at the players for being racist themselves.  The parents are to blame, as they need to pull the stick out of their ass",0.0943396226415094,0.7735849056603774,0.1132075471698113,0.7735849056603774,0.0188679245283018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2016-02-11 02:12:16.127115+00,6,,37530,rejected,0,0,0,0,0,0.7735849056603774,10,53
242779,0.7285714285714285,"Wow, you wouldn't know a FACT, about the Bundys, if it bit you in the ass! Terrorist??? Only a typical backward thinking big-government loving liberal, force fits/bastardizes words to fit their whore-mongering agendas.",0.0714285714285714,0.6571428571428571,0.0571428571428571,0.5714285714285714,0.0428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-02-11 08:51:02.747625+00,6,242777.0,37903,rejected,0,0,0,0,0,0.5857142857142859,4,70
242781,0.9032258064516128,Silat you are a moron,0.064516129032258,0.1451612903225806,0.0,0.8870967741935485,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-11 10:16:02.701956+00,6,,37903,rejected,0,0,0,1,0,0.0,0,62
243373,0.85,"Notwithstanding the fact the protester is an idiot, that 1st Cav patch is known as 'the horse blanket' for it's size.",0.0166666666666666,0.2666666666666666,0.0166666666666666,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-02-11 21:51:49.502348+00,6,243354.0,38031,approved,0,0,0,3,0,0.0,4,60
243376,0.7735849056603774,You're such a douche. You have no idea what you're talking about.,0.0,0.0754716981132075,0.0,0.7358490566037734,0.0188679245283018,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-11 21:56:49.435822+00,6,242886.0,37903,rejected,0,0,0,0,0,0.0,0,53
243448,0.8,"Yeah, that man would look pretty ridiculous, given that 80% of congress, 95% of Fortune 500 CEOs, and 100% of American presidents are male. Why, do you suppose, do those women make an issue of that?",0.1,0.1,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-02-12 01:47:27.973707+00,13,242815.0,37890,approved,0,0,0,0,0,0.0,4,10
243459,0.9193548387096772,"That guy was a moron, anyone stupid enough to go for a gun to die by suicide by cop deserves it.",0.1451612903225806,0.1774193548387097,0.0161290322580645,0.9193548387096772,0.2258064516129032,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-12 02:48:48.177691+00,6,242813.0,37903,rejected,0,0,0,0,0,0.0,0,62
243471,0.8484848484848485,"There's a word for you welfare cowboys: stupid. None of you seem to know anything about how the refuge was established, what the constitution really says, and what the federal government really does. Move to Mexico or something, please.",0.0303030303030303,0.106060606060606,0.1666666666666666,0.7878787878787878,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-12 04:56:19.768455+00,6,,37903,rejected,0,0,0,0,0,0.0,0,66
243534,0.8,"So because LE tactics are ""extreme"" in your words, they are responsible for their own death? That is the most ignorant comment I have ever heard. LE personnel don't know what they get into day in and day out.  They don't know whether or not the girl who is trying to report her husband beat her up is waiting behind the door to shoot the officer in an ambush. What about the transient that he or she gives money too instead of taking them to jail?  Why don't you go spend a shift in a patrol car with an officer and see what he actually does on a daily basis? Instead you sit behind your computer and criticize their ""tactics.""",0.0,0.0,0.0,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-12 17:12:25.057529+00,13,,38136,approved,0,0,0,1,0,0.0,0,5
243556,0.7241379310344827,"Nope.  They were FEDERAL LANDS ever since the Louisiana Purchase.  The lands in question never passed to private ownership.  The nature refuge these idiots ""occupied"" had been set aside by TEDDY ROOSEVELT in the early 1900s.",0.0172413793103448,0.0689655172413793,0.0344827586206896,0.7413793103448275,0.0172413793103448,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-12 18:54:49.861822+00,6,,37903,approved,0,0,0,0,0,0.0,0,58
243599,0.7368421052631579,"Many UO kids walk and bicycle, but some cannot have enough toys.  If they want, a well-heeled parent buys.  It only takes one to burn down a building or kill someone.  Then what, oops, sorry, my mistake, slap my wrist? What was the idiot doing carrying a gun on a hoverboard anyway?",0.0263157894736842,0.131578947368421,0.0394736842105263,0.6578947368421053,0.2368421052631579,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-12 21:50:55.928509+00,13,243586.0,38219,approved,0,0,0,0,0,0.0131578947368421,0,76
244149,0.7857142857142857,No more niqqers nips spics or Jews,0.1571428571428571,0.2285714285714285,0.7714285714285714,0.5571428571428572,0.0428571428571428,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-02-15 19:19:41.882707+00,6,,38320,rejected,0,0,0,1,0,0.0571428571428571,10,70
244150,0.9730061349693252,F u c k the homeless. The people giving handouts should be a s s raped!,0.2613496932515337,0.9423312883435584,0.1184049079754601,0.7220858895705522,0.7190184049079754,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-15 19:23:41.040588+00,6,,38613,rejected,0,0,0,1,0,0.8668711656441717,0,1630
244199,1.0,The Liars Anonymous meeting today will be at 4:00. Speaker: Mick Jagger.,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-15 23:38:22.916243+00,13,,38898,approved,0,0,0,0,0,0.0,0,4
244361,0.7297297297297298,"Ladies, please don't vote with your vaginas: http://www.elephantjournal.com/2016/01/i-dont-vote-with-my-vagina-susan-sarandon-feelsthebern/",0.0405405405405405,0.2162162162162162,0.1351351351351351,0.2972972972972973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-02-16 20:58:30.005387+00,6,,37721,approved,0,0,0,0,0,0.7297297297297298,10,74
244362,0.7763157894736842,It would take a lot of practice and muscles control to vote with your vagina.,0.0263157894736842,0.2763157894736842,0.0131578947368421,0.2105263157894736,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-16 21:01:40.652359+00,6,244361.0,37721,approved,0,0,0,1,0,0.7894736842105262,0,76
244419,0.75,"They are all equally odious , not for the views they hold which many oppose on simple ethical grounds but because of the general stupidity of human talking monkeys.  Holding desperately to dated societal structures and inequalities is the formula for a ruling class to ultimately fail. History is rife with examples. Of course the funniest is that inequality and racism are moronic from an evolutionary and biological standpoint purely.",0.0166666666666666,0.1333333333333333,0.1166666666666666,0.7166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2016-02-17 01:55:53.875927+00,6,,39263,approved,0,0,0,0,0,0.0,6,60
244519,0.8,"This couple is just milking this....the city should go in an condemn it honestly. 
This says it all right here...
“They just try to give you the bottom and not fix you,” he said. “LTD has a lot of money.”",0.0,0.5,0.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-17 16:17:07.930829+00,13,,39324,approved,0,0,0,1,0,0.3,0,10
244869,0.8,"DARPA, the subdivision of the Defense Department in charge of devising Really Scary Shit That's Never Been Seen on Earth Before ... aka the inventors of the internet.",0.1,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-02-18 23:15:09.674324+00,6,,39031,approved,0,0,0,0,0,0.0,4,10
245048,0.8,"It's not her practice to comment.... BUT......... she's going to comment..... ""we do not anticipate charges"". I wonder why Amy? I am sure money, ego and other tactics have a part to play. What a joke to call this law. And nice non-comment comment. Slimey layers, fraud lobbyists and sucker politicians. Yep, the white colony version of cannabis in Oregon sucks like the rest of the country thanks to people like this.",0.0,0.3,0.2,0.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-19 20:40:46.948942+00,6,,37620,approved,0,0,0,0,0,0.0,0,10
245119,0.8,"If you can't deal with a dog, then you should not be allowed to have one. Please find a humane person that is able to love and take care of this beautiful animal. You are a very sick person.",0.0,0.0,0.0,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-20 02:07:34.371681+00,13,,39901,approved,0,0,0,2,0,0.0,0,10
245354,1.0,"Marlene Pearson, do you really think Trump or Sanders will be ""waving his arms, scowling, yelling “stupid,” etc. when dealing with heads of state?  I don't think so. Right now they are campaigning.

And, if your worried about choices, what about the city councilors who run unopposed?!",0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-21 16:45:22.387105+00,13,,40324,approved,0,0,0,0,0,0.0,0,4
245365,0.8181818181818182,That same logic would explain the result of it being easier to be a heartless jerk in America than many other developed nations...,0.0909090909090909,0.3636363636363637,0.0,0.7272727272727274,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-21 17:35:16.275138+00,6,245160.0,39476,approved,0,0,0,0,0,0.0,0,11
245384,1.0,"these non compliant dispensary owners are grinding on me.  are THEY the bad apples that are going to spoil it for all the legal, compliant marijuana users and sellers?  kind of want to go to my friendly neighborhood dispensary(s) and ask them if they have complied.  No?   i guess I will pay you 75% of the money you charge and i'll go ahead and put that other 25% in the mail to the IRS myself.   follow up question...are you nuts?  talk about killing the golden goose...",0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-21 19:00:03.677828+00,13,,40605,approved,0,0,0,0,0,0.0,0,4
245437,0.9,I wonder how much money taxpayers money PPS is going to waste on crap like this and then come crying to taxpayers how short of money they are and threaten to lay off half the teachers in the district if they don't get another massive tax increase passed?It's none of PPS damn business what PPS patents say or do on Facebook.,0.0,0.7,0.0,0.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-22 00:19:11.226526+00,6,,40714,approved,0,0,0,3,0,0.0,0,10
245769,0.7285714285714285,This kind of crap will end when Trump is president.,0.0142857142857142,0.2428571428571428,0.0,0.5714285714285714,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-23 22:20:02.065242+00,13,,41110,rejected,0,0,0,0,0,0.0,0,70
245823,0.819672131147541,Anyone who allows Obama to nominate him/her is throwing away a chance to ever be nominated for the position in the future.  Anyone that stupid doesn't deserve the job.,0.0,0.1147540983606557,0.0,0.7868852459016394,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-24 02:44:04.344367+00,13,,41110,approved,0,0,0,0,0,0.0,0,61
245900,0.8395061728395061,"WTF Schor & Sponberg?

Get real- Levoy Finnicum was a fundy Mormon terrorist who is now considered a martyr by a movement characterized by extreme racism (Aaron Campbell was marked by Cain and can never enter Heaven). 

Some nut job can and will try and kill the officer and his or her family.  Remember  that Bundy supporters threatened women, children and clergy at their homes in Harney County.

Both Schor and Sponberg are advocating a position that has a great chance of ending in murder of an Oregon law enforcement officer (or two).   They are accidentally siding with Bundy supporters on this one.

As always, Wheeler is the only sane person in the room.
Portland cops shooting civilians will still be identified.  But what is chilling is Schor's and Sponberg's willingness to let some idiot from Arizona show up at a deputies house and kill him.  That is a real problem folks, because the Bundys are actual terrorists. And Schor and Sponbergs are idiots.",0.0864197530864197,0.3703703703703704,0.2839506172839506,0.7901234567901234,0.2345679012345679,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,2016-02-24 16:58:17.224411+00,6,,41532,approved,0,0,0,0,0,0.0246913580246913,6,81
245913,0.8,"It's fascinating to read how Jules and other progressive Christians practice their religion. It sounds like they plug their ears and cover their eyes when the ""yucky"" ""scary"" parts come on screen but still like the movie.",0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-02-24 17:20:35.167089+00,6,,41528,approved,0,0,0,7,0,0.0,4,5
246086,0.8333333333333333,"David, you ought to consider checking your facts rather than making things up all while being a bully and a troll.",0.0,0.0,0.0,0.8333333333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-25 03:19:20.655357+00,6,246077.0,41529,rejected,0,0,0,1,0,0.0,0,6
246204,0.75,“Cliven Bundy is a thief and terrorist” is a factual comment.,0.046875,0.0,0.015625,0.734375,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-25 18:04:44.920012+00,13,245792.0,41210,approved,0,0,0,0,0,0.0,0,64
246221,0.7272727272727274,"Affirmative action to match the US population?   C'mon Man!  It's gonna really be hard to find that many non-blacks (other than  some Samoans) who won't get squashed flat on their first 1st down or slammed over the top by that 6'8"" black forward!  You're talking like a crazy man!",0.0,0.0,0.0909090909090909,0.6363636363636364,0.0909090909090909,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,2016-02-25 19:04:49.600472+00,13,246201.0,41761,approved,0,0,0,1,0,0.0,10,11
246768,0.8,Two Wild & Crazy Guys!,0.1,0.0,0.0,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-26 20:19:50.570540+00,13,,42106,approved,0,0,0,2,0,0.0,0,10
247001,0.8571428571428571,I was talking about the comments here---I wouldn't be so crazy to expect our puppet legislators to be so reasonable....they are bought and paid for!,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-02-27 19:05:16.144933+00,13,247000.0,42293,approved,0,0,0,1,0,0.0,4,7
247545,1.0,"Yeah, too bad ... Oregon Live has 100 times the comments, including the ridiculous and offensive to the sublime. This is a classic Eugene over-sensitive reaction. The software is crap (is that civil, coming from a professional software engineer?).

-- Paul",0.0,0.2,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-01 05:02:47.447782+00,13,241827.0,36937,approved,0,0,0,0,0,0.0,0,5
247546,0.8703703703703702,Fuck this guy flag his post,0.0925925925925925,0.7962962962962963,0.0555555555555555,0.6296296296296297,0.0185185185185185,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-01 05:03:42.768173+00,13,247467.0,42741,rejected,0,0,0,0,0,0.0185185185185185,0,54
247563,0.8484848484848485,so where s your proof? its easy for shit talkers like you to acuse when hes not here to defend himself. id like to take a peek into your closet jim.,0.0606060606060606,0.7727272727272726,0.0,0.7575757575757573,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-01 06:45:44.721414+00,13,247467.0,42741,approved,0,0,0,1,0,0.0303030303030303,0,66
247685,0.9404761904761904,"Child rape is cool, if the right people do it.",0.1958333333333333,0.0964285714285714,0.0708333333333333,0.1285714285714285,0.2541666666666666,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-01 19:43:16.592625+00,6,,30349,rejected,0,0,0,0,0,0.9011904761904762,0,1680
247695,0.914285714285714,Thousands turn out for Justin Bieber concerts too. It's still shit.,0.1,0.8714285714285714,0.0285714285714285,0.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-01 20:40:46.860701+00,6,,42917,rejected,0,0,0,0,0,0.0,0,70
247860,0.8032786885245901,"Cassie, you'd better hope that the idiot who picks up hitch hiking 11 and 14 year-old girls is me and not Gareth Hall. Maybe the girls lied to whomever picked them up.",0.0327868852459016,0.1147540983606557,0.0,0.7540983606557377,0.0163934426229508,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-03-02 16:24:01.427743+00,13,,42942,approved,0,0,0,2,0,0.0,10,61
247909,0.8,"Hey, thanks for being a condescending garbage person! I bet you derived a lot of satisfaction out of typing that and no doubt smiled upon completion, marveling at your own ability to yet again be a jerk to complete strangers on the internet. Given your poor decision-making here  and the arrogance it must've taken to think writing this comment was a good idea, I highly doubt you're qualified to welcome anyone to the real world.",0.0,0.2,0.1,0.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-02 19:17:33.326907+00,13,247903.0,42929,rejected,0,0,0,0,0,0.0,0,10
247991,1.0,please spare us your strawman drivel that is void of intelligence. Impeding traffic causing accidents has nothing to do with being in a hurry.,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-02 23:45:07.191085+00,13,247981.0,42823,rejected,0,0,0,0,0,0.0,0,4
248054,0.8333333333333333,"Sadly, areas near low cost apartments just seem to naturally attract a lower class of people, who also tend to be more involved in crime.  

We have had a couple of bad cases of vandalism on my block in recent years.   And each time, it was traced to teens living in low cost apartments a few blocks away.    I'm sure that most of the folks living in the apartments are good and decent folk.  But there is always going to be a bad element in the mix.

My next door neighbor parks his cars outside, and in the last incident, the kid spray painted: ""< N word>  LOVER"" in big letters across his vehicle.   It sure upset my neighbor a lot.  These are just extremely low class and immoral people, who seem to be both very bored and very stupid.",0.0,0.1666666666666666,0.0,0.8333333333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-03 03:03:21.591970+00,13,248010.0,43192,approved,0,0,0,0,0,0.0,0,6
248099,0.8035714285714286,Why was my comment to guestsquared removed? Because I called them a garbage person? They WERE being garbage people!,0.0178571428571428,0.0535714285714285,0.0,0.7857142857142857,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-03 05:04:15.704472+00,13,,42929,approved,0,0,0,0,0,0.0,0,56
